Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D2 - CSV - Sexo feminino de 9 a 12 anos de idade
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;12A-POP;12A-DOS;12A-COB;TOT-POP-09-12;TOT-DOS-09-12;TOT-COB-09-12
SP;GVE - XXX JALES;352965 - MESOPOLIS;5;21;381,82;14;8;57,14;16;6;37,50;9;2;22,22;44;37;83,15;
SP;GVE - XXX JALES;353590 - PARANAPUA;14;9;62,07;29;25;86,21;29;24;82,76;14;8;55,17;87;66;75,86;
SP;GVE - XXX JALES;355530 - TURMALINA;4;4;88,89;10;9;90,00;11;9;81,82;6;2;33,33;31;24;76,19;
SP;GVE - XXX JALES;351385 - DIRCE REIS;4;5;125,00;8;10;125,00;8;3;37,50;4;2;44,44;24;20;81,63;
SP;GVE - XXX JALES;354025 - PONTALINDA;13;12;88,89;26;23;88,46;26;17;65,38;13;9;69,23;78;61;77,71;
SP;GVE - XXX JALES;352910 - MARINOPOLIS;8;19;237,50;16;20;125,00;16;6;37,50;8;9;112,50;48;54;112,50;
SP;GVE - XXX JALES;351420 - DOLCINOPOLIS;6;8;133,33;12;34;283,33;12;16;133,33;6;1;16,67;36;59;163,89;
SP;GVE - XXX JALES;353000 - MIRA ESTRELA;10;20;190,48;21;25;119,05;21;24;114,29;10;0;0,00;63;69;109,52;
SP;GVE - XXX JALES;353690 - PEDRANOPOLIS;8;15;187,50;16;28;175,00;15;18;120,00;7;4;53,33;46;65;139,78;
SP;GVE - XXX JALES;354765 - SANTA SALETE;4;18;450,00;8;27;337,50;8;26;325,00;4;6;150,00;24;77;320,83;
SP;GVE - XXX JALES;351550 - FERNANDOPOLIS;199;214;107,54;411;485;118,00;425;456;107,29;219;129;58,90;1254;1284;102,39;
SP;GVE - XXX JALES;354900 - SAO FRANCISCO;9;16;168,42;21;24;114,29;23;19;82,61;12;6;50,00;65;65;99,24;
SP;GVE - XXX JALES;355695 - VITORIA BRASIL;6;2;33,33;12;3;25,00;12;3;25,00;6;5;83,33;36;13;36,11;
SP;GVE - XXX JALES;351520 - ESTRELA D'OESTE;27;3;10,91;57;31;54,39;59;18;30,51;30;13;42,62;174;65;37,36;
SP;GVE - XXX JALES;351800 - GUARANI D'OESTE;6;5;76,92;13;12;92,31;13;7;53,85;6;3;46,15;39;27;69,23;
SP;GVE - XXX JALES;354570 - SANTA ALBERTINA;16;0;0,00;33;10;30,30;32;21;65,63;16;10;60,61;98;41;41,84;
SP;GVE - XXX JALES;354660 - SANTA FE DO SUL;89;20;22,35;191;110;57,59;204;128;62,75;107;40;37,21;592;298;50,34;
SP;GVE - XXX JALES;355490 - TRES FRONTEIRAS;16;18;109,09;36;32;88,89;40;17;42,50;21;1;4,65;114;68;59,65;
SP;GVE - XXX JALES;353520 - PALMEIRA D'OESTE;30;42;137,70;63;87;138,10;67;120;179,10;34;36;104,35;195;285;146,15;
SP;GVE - XXX JALES;350260 - APARECIDA D'OESTE;15;32;206,45;33;47;142,42;35;34;97,14;18;15;83,33;101;128;126,11;
SP;GVE - XXX JALES;354740 - SANTA RITA D'OESTE;6;8;123,08;13;12;92,31;12;18;150,00;6;14;233,33;37;52;138,67;
SP;GVE - XXX JALES;353284 - NOVA CANAA PAULISTA;6;0;0,00;13;0;0,00;13;4;30,77;6;0;0,00;39;4;10,26;
SP;GVE - XXX JALES;354610 - SANTA CLARA D'OESTE;6;3;46,15;14;7;50,00;15;19;126,67;8;2;25,00;43;31;71,26;
SP;GVE - XXX JALES;354925 - SAO JOAO DE IRACEMA;5;0;0,00;11;4;36,36;12;4;33,33;6;0;0,00;34;8;23,19;
SP;GVE - XXX JALES;354720 - SANTANA DA PONTE PENSA;4;4;100,00;8;8;100,00;8;8;100,00;4;4;88,89;24;24;97,96;
SP;GVE - XXX JALES;354920 - SAO JOAO DAS DUAS PONTES;9;10;111,11;20;32;160,00;23;29;126,09;12;8;64,00;64;79;122,48;
SP;GVE - XXX JALES;;791;640;80,86;1657;1428;86,18;1739;1404;80,74;903;453;50,14;5091;3925;77,10;
SP;GVE - XIII ASSIS;350720 - BORA;2;4;160,00;5;11;220,00;6;18;300,00;3;0;0,00;17;33;194,12;
SP;GVE - XIII ASSIS;353380 - OLEO;10;18;180,00;21;22;104,76;21;6;28,57;11;1;9,09;63;47;74,60;
SP;GVE - XIII ASSIS;350400 - ASSIS;302;175;57,85;628;573;91,24;655;412;62,90;338;156;46,15;1923;1316;68,42;
SP;GVE - XIII ASSIS;352090 - IPAUCU;54;18;33,33;114;67;58,77;121;40;33,06;62;11;17,60;351;136;38,69;
SP;GVE - XIII ASSIS;355395 - TARUMA;49;20;40,82;100;46;46,00;103;64;62,14;52;27;51,43;304;157;51,56;
SP;GVE - XIII ASSIS;351015 - CANITAR;23;38;161,70;47;33;70,21;46;58;126,09;22;54;240,00;139;183;131,65;
SP;GVE - XIII ASSIS;352790 - LUTECIA;9;1;10,53;18;0;0,00;17;0;0,00;8;2;23,53;53;3;5,66;
SP;GVE - XIII ASSIS;352880 - MARACAI;49;13;26,26;100;58;58,00;101;74;73,27;51;22;43,14;301;167;55,39;
SP;GVE - XIII ASSIS;353970 - PLATINA;12;13;104,00;27;12;44,44;30;8;26,67;15;1;6,45;85;34;40,00;
SP;GVE - XIII ASSIS;355460 - TIMBURI;9;10;111,11;18;31;172,22;19;33;173,68;9;0;0,00;55;74;133,33;
SP;GVE - XIII ASSIS;351330 - CRUZALIA;7;3;42,86;16;6;37,50;17;3;17,65;9;5;55,56;49;17;34,69;
SP;GVE - XIII ASSIS;351610 - FLORINIA;9;4;42,11;20;12;60,00;22;12;54,55;11;5;43,48;63;33;52,38;
SP;GVE - XIII ASSIS;353470 - OURINHOS;363;321;88,31;753;634;84,20;782;556;71,10;402;201;49,94;2301;1712;74,40;
SP;GVE - XIII ASSIS;353530 - PALMITAL;69;33;47,48;149;73;48,99;162;127;78,40;84;64;75,74;465;297;63,87;
SP;GVE - XIII ASSIS;351950 - IBIRAREMA;26;20;76,92;54;38;70,37;56;77;137,50;29;29;100,00;165;164;99,39;
SP;GVE - XIII ASSIS;355720 - CHAVANTES;46;41;88,17;98;122;124,49;104;141;135,58;54;23;42,59;302;327;108,10;
SP;GVE - XIII ASSIS;351000 - CANDIDO MOTA;103;71;68,60;219;142;64,84;233;116;49,79;120;18;14,94;676;347;51,33;
SP;GVE - XIII ASSIS;354540 - SALTO GRANDE;35;15;42,86;73;29;39,73;76;42;55,26;39;14;35,90;223;100;44,84;
SP;GVE - XIII ASSIS;354320 - RIBEIRAO DO SUL;15;7;45,16;33;28;84,85;36;16;44,44;19;7;36,84;103;58;56,04;
SP;GVE - XIII ASSIS;353550 - PARAGUACU PAULISTA;160;73;45,48;335;186;55,52;349;186;53,30;179;88;49,03;1024;533;52,05;
SP;GVE - XIII ASSIS;353715 - PEDRINHAS PAULISTA;10;6;57,14;23;18;78,26;25;12;48,00;13;3;22,22;72;39;54,17;
SP;GVE - XIII ASSIS;355050 - SAO PEDRO DO TURVO;31;8;25,81;66;17;25,76;70;41;58,57;36;44;120,55;203;110;54,05;
SP;GVE - XIII ASSIS;350630 - BERNARDINO DE CAMPOS;39;31;79,49;81;77;95,06;84;49;58,33;43;11;25,58;247;168;68,02;
SP;GVE - XIII ASSIS;351519 - ESPIRITO SANTO DO TURVO;18;22;122,22;37;51;137,84;38;23;60,53;19;11;56,41;112;107;95,11;
SP;GVE - XIII ASSIS;354640 - SANTA CRUZ DO RIO PARDO;160;111;69,16;333;306;91,89;346;268;77,46;177;100;56,34;1017;785;77,19;
SP;GVE - XIII ASSIS;;1617;1076;66,52;3368;2592;76,96;3519;2382;67,69;1813;897;49,48;10317;6947;67,33;
SP;GVE - XXV SANTOS;354850 - SANTOS;1166;353;30,26;2431;932;38,34;2543;963;37,87;1313;635;48,34;7454;2883;38,68;
SP;GVE - XXV SANTOS;351350 - CUBATAO;487;140;28,75;992;276;27,82;1010;315;31,19;512;154;30,08;3001;885;29,49;
SP;GVE - XXV SANTOS;351870 - GUARUJA;1222;992;81,18;2546;1956;76,83;2662;2055;77,20;1366;1132;82,87;7796;6135;78,69;
SP;GVE - XXV SANTOS;353760 - PERUIBE;258;58;22,48;547;171;31,26;581;122;21,00;299;39;13,02;1685;390;23,14;
SP;GVE - XXV SANTOS;350635 - BERTIOGA;231;12;5,18;476;110;23,11;491;98;19,96;248;68;27,42;1446;288;19,91;
SP;GVE - XXV SANTOS;352210 - ITANHAEM;374;239;63,82;779;552;70,86;811;390;48,09;414;220;53,14;2378;1401;58,90;
SP;GVE - XXV SANTOS;353110 - MONGAGUA;194;80;41,24;409;181;44,25;433;180;41,57;222;97;43,69;1258;538;42,77;
SP;GVE - XXV SANTOS;355100 - SAO VICENTE;1286;431;33,50;2685;1023;38,10;2814;1160;41,22;1446;703;48,62;8231;3317;40,30;
SP;GVE - XXV SANTOS;354100 - PRAIA GRANDE;1100;313;28,44;2283;748;32,76;2378;810;34,06;1212;384;31,67;6974;2255;32,33;
SP;GVE - XXV SANTOS;;6320;2618;41,42;13148;5949;45,25;13723;6093;44,40;7033;3432;48,80;40225;18092;44,98;
SP;GVE - XIX MARILIA;355500 - TUPA;191;146;76,24;397;358;90,18;414;240;57,97;213;95;44,60;1215;839;69,03;
SP;GVE - XIX MARILIA;351660 - GALIA;22;26;115,56;48;40;83,33;53;64;120,75;27;15;54,55;151;145;96,03;
SP;GVE - XIX MARILIA;351670 - GARCA;147;159;107,80;309;356;115,21;325;301;92,62;169;86;50,89;950;902;94,90;
SP;GVE - XIX MARILIA;351920 - IACRI;20;18;90,00;42;33;78,57;45;20;44,44;23;4;17,02;130;75;57,47;
SP;GVE - XIX MARILIA;350580 - BASTOS;77;42;54,19;160;119;74,38;165;197;119,39;85;33;38,82;487;391;80,21;
SP;GVE - XIX MARILIA;351565 - FERNAO;6;18;276,92;14;26;185,71;14;34;242,86;7;2;28,57;41;80;192,77;
SP;GVE - XIX MARILIA;353370 - OCAUCU;16;20;125,00;33;51;154,55;33;35;106,06;16;5;30,30;98;111;112,69;
SP;GVE - XIX MARILIA;354470 - SAGRES;9;20;210,53;21;26;123,81;22;20;90,91;11;0;0,00;64;66;103,13;
SP;GVE - XIX MARILIA;351730 - GUAIMBE;22;17;77,27;47;25;53,19;51;47;92,16;26;8;30,77;146;97;66,44;
SP;GVE - XIX MARILIA;352740 - LUCELIA;63;57;90,48;127;83;65,35;128;81;63,28;65;23;35,11;383;244;63,62;
SP;GVE - XIX MARILIA;352900 - MARILIA;728;265;36,40;1527;608;39,82;1607;586;36,47;832;194;23,30;4694;1653;35,21;
SP;GVE - XIX MARILIA;353410 - ORIENTE;21;0;0,00;46;2;4,35;50;9;18,00;26;2;7,69;143;13;9,06;
SP;GVE - XIX MARILIA;353600 - PARAPUA;33;18;53,73;69;48;69,57;70;56;80,00;35;15;42,25;208;137;65,87;
SP;GVE - XIX MARILIA;354000 - POMPEIA;67;47;69,63;145;89;61,38;158;85;53,80;82;39;47,56;452;260;57,46;
SP;GVE - XIX MARILIA;354180 - QUEIROZ;14;10;71,43;28;48;171,43;28;11;39,29;13;1;7,41;83;70;83,83;
SP;GVE - XIX MARILIA;351470 - ECHAPORA;22;1;4,55;48;26;54,17;52;9;17,31;27;14;51,85;149;50;33,56;
SP;GVE - XIX MARILIA;351810 - GUARANTA;26;29;111,54;53;53;100,00;55;43;78,18;28;18;64,29;162;143;88,27;
SP;GVE - XIX MARILIA;352780 - LUPERCIO;18;33;183,33;39;48;123,08;43;28;65,12;23;10;43,48;123;119;96,75;
SP;GVE - XIX MARILIA;353490 - PACAEMBU;31;49;155,56;67;67;100,00;72;61;84,72;38;23;59,74;209;200;95,69;
SP;GVE - XIX MARILIA;354085 - PRACINHA;6;13;200,00;13;30;230,77;13;31;238,46;6;1;16,67;38;75;194,81;
SP;GVE - XIX MARILIA;354200 - QUINTANA;21;9;41,86;46;29;63,04;50;27;54,00;26;2;7,55;144;67;46,53;
SP;GVE - XIX MARILIA;350335 - ARCO-IRIS;5;12;218,18;12;10;83,33;14;8;57,14;7;0;0,00;38;30;77,92;
SP;GVE - XIX MARILIA;354380 - RINOPOLIS;29;33;111,86;59;62;105,08;60;82;136,67;30;10;32,79;179;187;104,47;
SP;GVE - XIX MARILIA;354510 - SALMOURAO;18;19;102,70;38;55;144,74;39;70;179,49;20;14;68,29;116;158;136,21;
SP;GVE - XIX MARILIA;355550 - UBIRAJARA;17;1;5,88;35;2;5,71;36;10;27,78;18;7;37,84;106;20;18,78;
SP;GVE - XIX MARILIA;355660 - VERA CRUZ;37;10;26,67;77;26;33,77;79;34;43,04;40;8;19,75;234;78;33,33;
SP;GVE - XIX MARILIA;350010 - ADAMANTINA;97;80;82,47;199;126;63,32;204;197;96,57;105;34;32,23;605;437;72,17;
SP;GVE - XIX MARILIA;352890 - MARIAPOLIS;12;10;80,00;25;32;128,00;26;21;80,77;13;9;69,23;76;72;94,12;
SP;GVE - XIX MARILIA;350150 - ALVINLANDIA;12;13;108,33;27;20;74,07;31;35;112,90;16;11;66,67;86;79;91,33;
SP;GVE - XIX MARILIA;351900 - HERCULANDIA;36;3;8,22;71;21;29,58;69;16;23,19;34;10;29,41;210;50;23,75;
SP;GVE - XIX MARILIA;353460 - OSVALDO CRUZ;94;61;64,55;198;187;94,44;209;208;99,52;108;88;81,11;610;544;89,18;
SP;GVE - XIX MARILIA;352580 - JULIO MESQUITA;22;28;127,27;44;65;147,73;44;80;181,82;22;11;48,89;132;184;138,87;
SP;GVE - XIX MARILIA;353450 - OSCAR BRESSANE;7;4;53,33;17;22;129,41;19;23;121,05;10;5;47,62;54;54;100,00;
SP;GVE - XIX MARILIA;352080 - INUBIA PAULISTA;13;20;148,15;28;45;160,71;30;11;36,67;15;11;70,97;87;87;100,00;
SP;GVE - XIX MARILIA;351600 - FLORIDA PAULISTA;43;43;100,00;92;83;90,22;99;103;104,04;51;10;19,42;285;239;83,71;
SP;GVE - XIX MARILIA;350140 - ALVARO DE CARVALHO;15;0;0,00;31;0;0,00;33;1;3,03;16;0;0,00;95;1;1,05;
SP;GVE - XIX MARILIA;350980 - CAMPOS NOVOS PAULISTA;17;15;85,71;36;32;88,89;37;44;118,92;19;12;63,16;109;103;94,06;
SP;GVE - XIX MARILIA;;2045;1349;65,97;4268;2953;69,19;4477;2928;65,40;2313;830;35,88;13103;8060;61,51;
SP;GVE - XI ARACATUBA;350640 - BILAC;22;14;63,64;45;57;126,67;48;62;129,17;25;24;96,00;140;157;112,14;
SP;GVE - XI ARACATUBA;350770 - BRAUNA;17;15;88,24;36;10;27,78;40;31;77,50;20;16;78,05;113;72;63,44;
SP;GVE - XI ARACATUBA;350510 - BARBOSA;29;11;37,93;60;31;51,67;63;45;71,43;32;21;64,62;184;108;58,54;
SP;GVE - XI ARACATUBA;350650 - BIRIGUI;358;545;152,02;743;1122;151,01;773;1166;150,84;398;352;88,33;2273;3185;140,12;
SP;GVE - XI ARACATUBA;352300 - ITAPURA;17;3;17,65;34;9;26,47;34;8;23,53;16;1;6,06;101;21;20,69;
SP;GVE - XI ARACATUBA;352650 - LAVINIA;16;8;48,48;37;25;67,57;41;24;58,54;22;11;50,00;116;68;58,37;
SP;GVE - XI ARACATUBA;352725 - LOURDES;5;6;109,09;11;21;190,91;11;36;327,27;6;4;66,67;33;67;200,00;
SP;GVE - XI ARACATUBA;353770 - PIACATU;17;14;82,35;36;18;50,00;38;34;89,47;20;5;25,00;111;71;63,96;
SP;GVE - XI ARACATUBA;355520 - TURIUBA;4;2;44,44;9;5;55,56;9;5;55,56;4;1;22,22;27;13;48,15;
SP;GVE - XI ARACATUBA;350810 - BURITAMA;49;69;140,82;104;89;85,58;111;119;107,21;58;30;51,72;322;307;95,34;
SP;GVE - XI ARACATUBA;351100 - CASTILHO;66;39;58,65;140;80;57,14;149;111;74,50;77;37;47,74;433;267;61,66;
SP;GVE - XI ARACATUBA;351250 - COROADOS;17;3;17,14;37;26;70,27;40;26;65,00;21;16;76,19;115;71;61,47;
SP;GVE - XI ARACATUBA;351710 - GLICERIO;17;5;28,57;37;6;16,22;38;8;21,05;20;2;10,00;112;21;18,67;
SP;GVE - XI ARACATUBA;351780 - GUARACAI;28;35;122,81;61;72;118,03;67;73;108,96;35;23;65,71;191;203;106,01;
SP;GVE - XI ARACATUBA;354440 - RUBIACEA;11;3;27,27;21;14;66,67;19;11;57,89;9;3;33,33;60;31;51,67;
SP;GVE - XI ARACATUBA;350210 - ANDRADINA;180;33;18,28;379;87;22,96;400;62;15,50;207;31;14,98;1166;213;18,26;
SP;GVE - XI ARACATUBA;350280 - ARACATUBA;568;311;54,71;1185;628;53,00;1242;603;48,55;642;408;63,55;3637;1950;53,61;
SP;GVE - XI ARACATUBA;350420 - AURIFLAMA;42;48;114,29;85;69;81,18;87;48;55,17;45;26;57,78;259;191;73,75;
SP;GVE - XI ARACATUBA;352770 - LUIZIANIA;17;9;52,94;37;36;97,30;39;30;76,92;20;15;73,17;113;90;79,30;
SP;GVE - XI ARACATUBA;353730 - PENAPOLIS;200;97;48,38;420;258;61,43;439;306;69,70;227;70;30,84;1286;731;56,82;
SP;GVE - XI ARACATUBA;351190 - CLEMENTINA;25;9;35,29;52;25;48,08;52;44;84,62;26;14;52,83;156;92;58,97;
SP;GVE - XI ARACATUBA;351820 - GUARARAPES;96;98;102,08;200;162;81,00;209;147;70,33;108;96;88,89;613;503;82,06;
SP;GVE - XI ARACATUBA;351890 - GUZOLANDIA;16;21;127,27;34;35;102,94;35;47;134,29;18;10;55,56;103;113;109,18;
SP;GVE - XI ARACATUBA;355630 - VALPARAISO;74;45;60,81;153;154;100,65;159;140;88,05;82;49;59,39;468;388;82,82;
SP;GVE - XI ARACATUBA;350110 - ALTO ALEGRE;12;10;83,33;25;13;52,00;26;18;69,23;13;7;53,85;76;48;63,16;
SP;GVE - XI ARACATUBA;350440 - AVANHANDAVA;43;20;45,98;91;51;56,04;97;66;68,04;50;9;18,00;281;146;51,87;
SP;GVE - XI ARACATUBA;355255 - SUZANAPOLIS;13;0;0,00;26;11;42,31;27;21;77,78;13;26;192,59;79;58;72,96;
SP;GVE - XI ARACATUBA;350775 - BREJO ALEGRE;10;2;19,05;21;6;28,57;21;6;28,57;11;8;72,73;63;22;34,65;
SP;GVE - XI ARACATUBA;353010 - MIRANDOPOLIS;77;24;30,97;164;68;41,46;173;48;27,75;90;55;60,77;505;195;38,61;
SP;GVE - XI ARACATUBA;355230 - SUD MENNUCCI;27;18;65,45;57;90;157,89;59;130;220,34;30;22;73,33;173;260;149,86;
SP;GVE - XI ARACATUBA;352044 - ILHA SOLTEIRA;75;84;111,26;162;119;73,46;175;85;48,57;93;17;18,18;506;305;60,28;
SP;GVE - XI ARACATUBA;353286 - NOVA CASTILHO;4;0;0,00;10;0;0,00;12;2;16,67;6;0;0,00;32;2;6,15;
SP;GVE - XI ARACATUBA;350620 - BENTO DE ABREU;10;1;9,52;21;0;0,00;23;3;13,04;12;0;0,00;66;4;6,02;
SP;GVE - XI ARACATUBA;353330 - NOVA LUZITANIA;12;6;48,00;25;35;140,00;25;41;164,00;12;30;240,00;75;112;149,33;
SP;GVE - XI ARACATUBA;353740 - PEREIRA BARRETO;82;20;24,24;174;75;43,10;185;72;38,92;97;24;24,74;538;191;35,47;
SP;GVE - XI ARACATUBA;351650 - GABRIEL MONTEIRO;7;6;85,71;15;8;53,33;17;12;70,59;9;2;22,22;48;28;58,33;
SP;GVE - XI ARACATUBA;353210 - MURUTINGA DO SUL;14;3;21,43;31;6;19,35;34;11;32,35;18;13;72,22;97;33;34,02;
SP;GVE - XI ARACATUBA;353320 - NOVA INDEPENDENCIA;13;20;148,15;26;39;150,00;26;51;196,15;12;11;88,00;78;121;155,13;
SP;GVE - XI ARACATUBA;354840 - SANTOPOLIS DO AGUAPEI;15;18;116,13;34;45;132,35;36;32;88,89;19;12;63,16;104;107;102,39;
SP;GVE - XI ARACATUBA;354805 - SANTO ANTONIO DO ARACANGUA;28;6;21,43;60;28;46,67;64;18;28,13;33;8;23,88;185;60;32,35;
SP;GVE - XI ARACATUBA;;2345;1681;71,68;4898;3633;74,17;5143;3802;73,93;2663;1509;56,65;15049;10625;70,60;
SP;GVE - XIV BARRETOS;350090 - ALTAIR;14;24;171,43;28;26;92,86;28;36;128,57;14;9;62,07;84;95;112,43;
SP;GVE - XIV BARRETOS;350930 - CAJOBI;32;23;70,77;65;73;112,31;65;105;161,54;32;18;55,38;195;219;112,31;
SP;GVE - XIV BARRETOS;351200 - COLINA;60;84;138,84;124;204;164,52;126;184;146,03;64;50;78,13;374;522;139,39;
SP;GVE - XIV BARRETOS;351740 - GUAIRA;132;96;72,73;273;210;76,92;284;284;100,00;145;79;54,48;834;669;80,22;
SP;GVE - XIV BARRETOS;355310 - TAIACU;23;15;65,22;48;50;104,17;50;31;62,00;25;9;35,29;146;105;71,67;
SP;GVE - XIV BARRETOS;355320 - TAIUVA;17;12;70,59;33;36;109,09;32;43;134,38;16;7;43,75;98;98;100,00;
SP;GVE - XIV BARRETOS;351495 - EMBAUBA;8;6;75,00;16;30;187,50;17;36;211,76;8;0;0,00;49;72;145,45;
SP;GVE - XIV BARRETOS;351790 - GUARACI;35;49;140,00;74;90;121,62;78;89;114,10;41;4;9,76;228;232;101,75;
SP;GVE - XIV BARRETOS;353390 - OLIMPIA;164;182;110,64;335;474;141,49;342;324;94,74;174;116;66,48;1016;1096;107,87;
SP;GVE - XIV BARRETOS;350550 - BARRETOS;362;237;65,38;754;580;76,92;787;475;60,36;407;243;59,63;2311;1535;66,42;
SP;GVE - XIV BARRETOS;351210 - COLOMBIA;23;17;73,91;47;27;57,45;48;22;45,83;25;19;76,00;143;85;59,44;
SP;GVE - XIV BARRETOS;355365 - TAQUARAL;10;3;28,57;21;25;119,05;22;34;154,55;11;3;27,27;64;65;100,78;
SP;GVE - XIV BARRETOS;350610 - BEBEDOURO;259;181;69,88;545;451;82,75;575;495;86,09;298;135;45,30;1677;1262;75,25;
SP;GVE - XIV BARRETOS;352420 - JABORANDI;23;15;63,83;49;82;167,35;52;83;159,62;27;15;55,56;151;195;128,71;
SP;GVE - XIV BARRETOS;355190 - SEVERINIA;61;51;82,93;127;157;123,62;133;167;125,56;67;25;37,04;389;400;102,83;
SP;GVE - XIV BARRETOS;355680 - VIRADOURO;60;21;34,71;128;102;79,69;137;92;67,15;71;57;79,72;397;272;68,51;
SP;GVE - XIV BARRETOS;355440 - TERRA ROXA;28;39;139,29;57;48;84,21;57;39;68,42;29;41;138,98;171;167;97,38;
SP;GVE - XIV BARRETOS;353150 - MONTE AZUL PAULISTA;61;15;24,59;129;36;27,91;136;91;66,91;71;31;43,66;397;173;43,58;
SP;GVE - XIV BARRETOS;355690 - VISTA ALEGRE DO ALTO;25;16;62,75;53;42;79,25;56;33;58,93;29;17;58,62;163;108;66,06;
SP;GVE - XIV BARRETOS;;1401;1086;77,49;2906;2743;94,39;3025;2663;88,03;1558;878;56,34;8891;7370;82,89;
SP;GVE - XVI BOTUCATU;352180 - ITAI;98;68;69,39;200;143;71,50;205;140;68,29;104;117;112,50;607;468;77,10;
SP;GVE - XVI BOTUCATU;350450 - AVARE;298;96;32,21;620;293;47,26;648;351;54,17;333;136;40,78;1899;876;46,12;
SP;GVE - XVI BOTUCATU;351925 - IARAS;20;12;58,54;42;29;69,05;43;19;44,19;21;4;18,60;127;64;50,39;
SP;GVE - XVI BOTUCATU;350310 - ARANDU;26;27;103,85;55;69;125,45;58;70;120,69;30;11;36,67;169;177;104,73;
SP;GVE - XVI BOTUCATU;350690 - BOFETE;42;27;63,53;86;32;37,21;87;72;82,76;43;21;48,28;259;152;58,69;
SP;GVE - XVI BOTUCATU;353880 - PIRAJU;103;39;37,86;214;80;37,38;224;101;45,09;115;58;50,43;656;278;42,38;
SP;GVE - XVI BOTUCATU;355300 - TAGUAI;43;66;153,49;89;102;114,61;92;82;89,13;47;27;56,84;271;277;102,03;
SP;GVE - XVI BOTUCATU;355420 - TEJUPA;24;24;100,00;49;66;134,69;50;60;120,00;25;19;76,00;148;169;114,19;
SP;GVE - XVI BOTUCATU;350230 - ANHEMBI;24;33;134,69;50;60;120,00;51;72;141,18;26;5;19,23;151;170;112,21;
SP;GVE - XVI BOTUCATU;351230 - CONCHAS;60;37;61,16;124;109;87,90;127;74;58,27;64;36;55,81;376;256;68,09;
SP;GVE - XVI BOTUCATU;351540 - FARTURA;60;71;118,33;126;159;126,19;132;172;130,30;68;37;54,01;386;439;113,58;
SP;GVE - XVI BOTUCATU;352860 - MANDURI;30;29;95,08;64;44;68,75;67;50;74,63;35;15;42,86;196;138;70,23;
SP;GVE - XVI BOTUCATU;350750 - BOTUCATU;457;136;29,73;957;326;34,06;1006;505;50,20;519;183;35,26;2939;1150;39,12;
SP;GVE - XVI BOTUCATU;352350 - ITATINGA;77;27;35,06;154;65;42,21;153;62;40,52;77;34;44,16;461;188;40,78;
SP;GVE - XVI BOTUCATU;353610 - PARDINHO;24;47;195,83;49;54;110,20;49;59;120,41;25;14;56,00;147;174;118,37;
SP;GVE - XVI BOTUCATU;353750 - PEREIRAS;26;48;181,13;53;88;166,04;53;86;162,26;27;16;58,18;160;238;148,75;
SP;GVE - XVI BOTUCATU;354105 - PRATANIA;20;12;58,54;42;44;104,76;43;53;123,26;22;18;81,82;127;127;99,61;
SP;GVE - XVI BOTUCATU;355120 - SARUTAIA;15;26;173,33;30;45;150,00;31;39;125,81;15;10;64,52;91;120;131,15;
SP;GVE - XVI BOTUCATU;354050 - PORANGABA;32;27;84,38;66;40;60,61;67;68;101,49;34;11;31,88;199;146;73,18;
SP;GVE - XVI BOTUCATU;350360 - AREIOPOLIS;46;35;75,27;94;70;74,47;95;81;85,26;48;45;93,75;283;231;81,48;
SP;GVE - XVI BOTUCATU;352280 - ITAPORANGA;62;36;58,06;126;95;75,40;129;114;88,37;64;20;31,01;381;265;69,46;
SP;GVE - XVI BOTUCATU;355010 - SAO MANUEL;147;164;111,19;313;273;87,22;333;316;94,89;173;77;44,51;966;830;85,88;
SP;GVE - XVI BOTUCATU;355380 - TAQUARITUBA;86;90;104,65;182;181;99,45;193;227;117,62;100;42;41,79;561;540;96,17;
SP;GVE - XVI BOTUCATU;353580 - PARANAPANEMA;79;29;36,48;169;97;57,40;181;87;48,07;94;47;50,00;523;260;49,67;
SP;GVE - XVI BOTUCATU;351260 - CORONEL MACEDO;19;19;97,44;42;48;114,29;46;38;82,61;24;11;45,83;131;116;88,21;
SP;GVE - XVI BOTUCATU;355465 - TORRE DE PEDRA;8;11;129,41;19;31;163,16;20;31;155,00;10;5;47,62;58;78;134,48;
SP;GVE - XVI BOTUCATU;351140 - CERQUEIRA CESAR;72;67;93,06;143;162;113,29;142;188;132,39;71;40;56,34;428;457;106,78;
SP;GVE - XVI BOTUCATU;350500 - BARAO DE ANTONINA;13;5;37,04;28;14;50,00;30;11;36,67;15;9;60,00;86;39;45,09;
SP;GVE - XVI BOTUCATU;352640 - LARANJAL PAULISTA;94;94;99,47;196;142;72,45;202;178;88,12;103;53;51,46;595;467;78,42;
SP;GVE - XVI BOTUCATU;350055 - AGUAS DE SANTA BARBARA;22;5;22,22;49;11;22,45;54;30;55,56;28;21;75,00;153;67;43,65;
SP;GVE - XVI BOTUCATU;;2135;1407;65,90;4431;2972;67,07;4611;3436;74,52;2366;1142;48,27;13543;8957;66,14;
SP;GVE - XVIII FRANCA;352130 - IPUA;62;124;200,00;123;123;100,00;122;122;100,00;60;0;0,00;367;369;100,41;
